ts,nSeq,ppg,pzt
1779135023.2624583,6781,534,540
1779135023.2762341,6782,533,539
1779135023.2849634,6783,533,539
1779135023.2862074,6784,530,538
1779135023.3012147,6785,526,537
1779135023.309955,6786,519,537
1779135023.3238504,6787,510,536
1779135023.3300512,6788,499,536
1779135023.3426127,6789,489,535
1779135023.351373,6790,478,535
1779135023.3650222,6791,465,534
1779135023.3712344,6792,452,534
1779135023.3849797,6793,438,533
1779135023.393824,6794,421,533
1779135023.4025915,6795,407,533
1779135023.4140234,6796,393,532
1779135023.4224987,6797,380,532
1779135023.436257,6798,365,532
1779135023.4488633,6799,352,531
1779135023.4499772,6800,343,531
1779135023.4602506,6801,332,530
1779135023.4738717,6802,325,530
1779135023.4789448,6803,319,531
1779135023.4950764,6804,312,531
1779135023.5200796,6805,308,531
1779135023.521288,6806,303,531
1779135023.5415869,6807,299,531
1779135023.5426087,6808,295,531
1779135023.5438192,6809,294,532
1779135023.5539675,6810,294,533
1779135023.562493,6811,294,534
1779135023.5737734,6812,295,535
1779135023.5824847,6813,296,535
1779135023.5961983,6814,298,535
1779135023.6049547,6815,300,535
1779135023.606237,6816,304,536
1779135023.621314,6817,309,536
1779135023.6300695,6818,312,537
1779135023.6438596,6819,311,539
1779135023.6500502,6820,308,539
1779135023.661319,6821,304,539
1779135023.6750987,6822,302,539
1779135023.6838143,6823,298,539
1779135023.7124958,6824,295,539
1779135023.7137537,6825,290,539
1779135023.7149837,6826,285,539
1779135023.7287865,6827,281,538
1779135023.7351184,6828,277,538
1779135023.7438378,6829,276,537
1779135023.7600453,6830,279,537
1779135023.7612824,6831,291,537
1779135023.772498,6832,317,537
1779135023.781335,6833,359,537
1779135023.7900772,6834,419,536
1779135023.8039227,6835,494,537
1779135023.810114,6836,579,537
1779135023.8239248,6837,670,537
1779135023.832589,6838,762,537
1779135023.846226,6839,848,537
1779135023.852485,6840,923,537
1779135023.9050233,6841,974,537
1779135023.9068596,6842,975,536
1779135023.907472,6843,975,536
1779135023.908753,6844,975,538
1779135023.9099684,6845,975,537
1779135023.9200118,6846,975,537
1779135023.9287837,6847,975,537
1779135023.9299834,6848,975,537
1779135023.9449866,6849,948,537
1779135023.9462159,6850,901,538
1779135023.9600904,6851,854,539
1779135023.972574,6852,805,540
1779135023.9812324,6853,757,541
1779135023.9949856,6854,711,541
1779135024.003814,6855,669,543
1779135024.0149722,6856,631,543
1779135024.0237997,6857,598,544
1779135024.037513,6858,570,546
1779135024.0462093,6859,547,547
1779135024.05751,6860,528,548
1779135024.066231,6861,516,550
1779135024.0763152,6862,510,551
1779135024.0900166,6863,509,552
1779135024.091243,6864,512,553
1779135024.101353,6865,515,554
1779135024.1100628,6866,522,555
1779135024.123765,6867,528,556
1779135024.1299806,6868,533,557
1779135024.1438088,6869,534,558
1779135024.1524918,6870,534,559
1779135024.1662242,6871,530,560
1779135024.1724749,6872,524,561
1779135024.1837828,6873,516,562
1779135024.1975636,6874,505,562
1779135024.206304,6875,491,563
1779135024.2174816,6876,475,564
1779135024.242535,6877,459,564
1779135024.2438126,6878,442,566
1779135024.26883,6879,425,566
1779135024.2699654,6880,409,566
1779135024.281256,6881,395,567
1779135024.2824628,6882,383,567
1779135024.2837734,6883,371,567
1779135024.2962487,6884,363,567
1779135024.3012426,6885,355,568
1779135024.3100803,6886,352,568
1779135024.3238971,6887,348,568
1779135024.352614,6888,345,568
1779135024.3538508,6889,343,568
1779135024.3549685,6890,342,567
1779135024.368878,6891,341,566
1779135024.3701777,6892,338,566
1779135024.385218,6893,337,566
1779135024.393825,6894,338,567
1779135024.4051042,6895,339,568
1779135024.406287,6896,340,569
1779135024.4215176,6897,340,569
1779135024.4350548,6898,341,568
1779135024.4400702,6899,343,568
1779135024.4513083,6900,345,568
1779135024.465072,6901,345,567
1779135024.471262,6902,342,567
1779135024.485217,6903,337,566
1779135024.4913793,6904,335,567
1779135024.507572,6905,332,566
1779135024.508798,6906,333,566
1779135024.5226007,6907,342,566
1779135024.5338585,6908,364,566
1779135024.5425856,6909,402,566
1779135024.5562882,6910,459,566
1779135024.5650263,6911,529,566
1779135024.5662472,6912,613,567
1779135024.5813594,6913,702,567
1779135024.5900466,6914,796,567
1779135024.6427898,6915,884,568
1779135024.6439402,6916,962,568
1779135024.645038,6917,975,567
1779135024.64629,6918,975,567
1779135024.647529,6919,975,567
1779135024.6563137,6920,975,567
1779135024.67029,6921,975,568
1779135024.6713457,6922,975,568
1779135024.685109,6923,975,568
1779135024.6962852,6924,975,568
1779135024.7050157,6925,975,570
1779135024.7212656,6926,975,569
1779135024.7225244,6927,975,570
1779135024.745003,6928,975,571
1779135024.7462661,6929,975,572
1779135024.7462816,6930,973,572
1779135024.760034,6931,913,575
1779135024.771297,6932,856,575
1779135024.78004,6933,799,575
1779135024.793818,6934,744,576
1779135024.8028386,6935,691,577
1779135024.8137612,6936,643,578
1779135024.8249793,6937,601,579
1779135024.8387733,6938,566,580
1779135024.8437593,6939,536,582
1779135024.8551047,6940,516,582
1779135024.8688157,6941,502,583
1779135024.8750527,6942,494,584
1779135024.8887773,6943,490,585
1779135024.8900063,6944,489,586
1779135024.9000099,6945,490,587
1779135024.9087903,6946,488,588
1779135024.9225504,6947,487,589
1779135024.931337,6948,483,589
1779135024.9400856,6949,479,590
1779135024.953811,6950,472,590
1779135024.962523,6951,463,589
1779135024.992553,6952,455,589
1779135024.9938164,6953,445,587
1779135025.018808,6954,434,585
1779135025.0200028,6955,423,584
1779135025.042533,6956,412,582
1779135025.043787,6957,400,581
1779135025.0449955,6958,388,579
1779135025.046283,6959,376,577
1779135025.0524926,6960,367,576
1779135025.0662756,6961,357,575
1779135025.0675004,6962,350,573
1779135025.0812578,6963,344,572
1779135025.092495,6964,342,571
1779135025.1012769,6965,341,569
1779135025.115017,6966,342,568
1779135025.1239674,6967,343,568
1779135025.1363645,6968,347,566
1779135025.1451008,6969,348,564
1779135025.1538844,6970,351,563
1779135025.1676486,6971,353,561
1779135025.1738486,6972,357,562
1779135025.187605,6973,360,562
1779135025.1962438,6974,363,563
1779135025.209994,6975,365,563
1779135025.2112699,6976,364,563
1779135025.2212563,6977,361,563
1779135025.2300222,6978,356,563
1779135025.246311,6979,350,563
1779135025.2474906,6980,342,563
1779135025.2625449,6981,331,563
1779135025.2712886,6982,322,563
1779135025.2850287,6983,313,562
1779135025.291286,6984,311,562
1779135025.305008,6985,316,563
1779135025.3137586,6986,335,563
1779135025.327871,6987,370,564
1779135025.3564131,6988,423,564
1779135025.3576736,6989,496,566
1779135025.3825366,6990,585,567
1779135025.383822,6991,686,567
1779135025.4062908,6992,792,568
1779135025.4075043,6993,894,569
1779135025.4087873,6994,974,569
1779135025.4100356,6995,975,571
1779135025.4112666,6996,975,571
1779135025.421288,6997,975,572
1779135025.4300473,6998,975,572
1779135025.4437883,6999,975,573
1779135025.4501135,7000,975,575
1779135025.4612877,7001,975,575
1779135025.4751818,7002,975,576
1779135025.4838824,7003,975,577
1779135025.495114,7004,975,578
1779135025.5038254,7005,975,578
1779135025.517601,7006,975,579
1779135025.52639,7007,975,579
1779135025.5276446,7008,975,579
1779135025.5426633,7009,975,580
1779135025.551355,7010,975,580
1779135025.56137,7011,964,580
1779135025.5725305,7012,896,580
1779135025.581282,7013,828,580
1779135025.5950308,7014,762,580
1779135025.6038063,7015,700,580
1779135025.632555,7016,646,580
1779135025.6337714,7017,598,580
1779135025.6350365,7018,559,580
1779135025.6487973,7019,527,579
1779135025.655027,7020,502,580
1779135025.6637728,7021,483,580
1779135025.677566,7022,468,580
1779135025.6913807,7023,459,580
1779135025.692595,7024,453,580
1779135025.7238288,7025,449,580
1779135025.7250338,7026,449,580
1779135025.7475994,7027,448,580
1779135025.748791,7028,447,581
1779135025.750047,7029,440,581
1779135025.7512667,7030,433,581
1779135025.766255,7031,423,581
1779135025.7725213,7032,411,581
1779135025.7863157,7033,398,581
1779135025.7925346,7034,382,581
1779135025.806342,7035,368,581
1779135025.8126476,7036,356,582
1779135025.826266,7037,344,581
1779135025.8350039,7038,334,581
1779135025.8487575,7039,323,581
1779135025.850034,7040,315,582
1779135025.8600502,7041,308,581
1779135025.868804,7042,304,581
1779135025.8812954,7043,299,581
1779135025.8925548,7044,296,581
1779135025.9012527,7045,292,581
1779135025.915044,7046,290,582
1779135025.9238913,7047,284,582
1779135025.93506,7048,278,583
1779135025.9487574,7049,272,583
1779135025.9537582,7050,269,583
1779135025.9675307,7051,265,583
1779135025.9762814,7052,262,584
1779135025.9851737,7053,261,585
1779135025.9988773,7054,263,585
1779135026.0075314,7055,267,585
1779135026.0087507,7056,270,585
1779135026.023805,7057,270,584
1779135026.0326157,7058,269,584
1779135026.0463097,7059,267,584
1779135026.052557,7060,265,585
1779135026.061308,7061,263,586
1779135026.111403,7062,262,586
1779135026.112592,7063,258,585
1779135026.1176457,7064,255,586
1779135026.1188378,7065,252,586
1779135026.1200302,7066,247,586
1779135026.1250296,7067,241,587
1779135026.1362984,7068,236,586
1779135026.1501284,7069,232,587
1779135026.155123,7070,233,587
1779135026.168864,7071,242,587
1779135026.170049,7072,263,587
1779135026.1800518,7073,295,587
1779135026.1888356,7074,347,587
1779135026.2025597,7075,417,588
1779135026.2088141,7076,506,588
1779135026.2226183,7077,609,589
1779135026.2313375,7078,722,589
1779135026.245063,7079,833,590
1779135026.2726676,7080,937,591
1779135026.2738287,7081,975,591
1779135026.275161,7082,975,592
1779135026.2838655,7083,975,592
1779135026.2951598,7084,975,593
1779135026.3039336,7085,975,594
1779135026.3176103,7086,975,594
1779135026.3266673,7087,975,594
1779135026.3275788,7088,975,595
1779135026.342627,7089,975,596
1779135026.3514414,7090,975,597
1779135026.3602087,7091,975,598
1779135026.3714485,7092,975,600
1779135026.3878129,7093,975,599
1779135026.3888466,7094,975,599
1779135026.4026928,7095,975,600
1779135026.4138956,7096,975,600
1779135026.422702,7097,975,600
1779135026.4551787,7098,975,600
1779135026.4563243,7099,975,601
1779135026.4814758,7100,975,600
1779135026.4826393,7101,945,600
1779135026.486457,7102,865,600
1779135026.4876416,7103,788,600
1779135026.4964962,7104,714,599
1779135026.5015023,7105,647,599
1779135026.5102224,7106,591,598
1779135026.5239453,7107,545,598
1779135026.5301044,7108,508,597
1779135026.5438633,7109,477,596
1779135026.5526712,7110,455,596
1779135026.5614452,7111,440,595
1779135026.5726874,7112,429,595
1779135026.581552,7113,421,594
1779135026.598911,7114,414,594
1779135026.600161,7115,406,594
1779135026.6164508,7116,398,593
1779135026.6250913,7117,387,592
1779135026.6339345,7118,377,591
1779135026.6477911,7119,367,592
1779135026.6489525,7120,357,591
1779135026.6639009,7121,348,591
1779135026.6726453,7122,339,591
1779135026.6814475,7123,329,590
1779135026.692636,7124,322,590
1779135026.7025797,7125,315,590
1779135026.7164223,7126,309,590
1779135026.722576,7127,303,590
1779135026.7337837,7128,299,589
1779135026.7425876,7129,295,589
1779135026.7563236,7130,291,588
1779135026.7650542,7131,286,589
1779135026.7763317,7132,284,588
1779135026.7850516,7133,283,588
1779135026.7988253,7134,282,588
1779135026.8238661,7135,281,587
1779135026.8250597,7136,278,588
1779135026.8501086,7137,273,587
1779135026.851293,7138,269,586
1779135026.856373,7139,265,587
1779135026.8575714,7140,263,586
1779135026.8588207,7141,263,587
1779135026.8738613,7142,263,586
1779135026.8825834,7143,263,587
1779135026.9151623,7144,263,587
1779135026.9164145,7145,263,587
1779135026.9175506,7146,263,588
1779135026.9238107,7147,262,587
1779135026.9350846,7148,262,588
1779135026.9438288,7149,259,588
1779135026.957569,7150,260,588
1779135026.9663298,7151,258,589
1779135026.9675548,7152,257,589
1779135026.9825938,7153,254,589
1779135026.9913146,7154,252,589
1779135027.000073,7155,248,589
1779135027.0113144,7156,244,589
1779135027.022694,7157,242,588
1779135027.031314,7158,240,590
1779135027.0450764,7159,237,591
1779135027.0514271,7160,236,591
1779135027.0651639,7161,232,591
1779135027.0738795,7162,230,591
1779135027.0826523,7163,228,591
1779135027.0938702,7164,229,591
1779135027.107604,7165,228,592
1779135027.113813,7166,227,592
1779135027.1264482,7167,225,592
1779135027.12768,7168,227,592
1779135027.1426795,7169,229,593
1779135027.1514292,7170,237,593
1779135027.160198,7171,252,594
1779135027.19382,7172,283,594
1779135027.1950855,7173,333,595
1779135027.2138648,7174,403,595
1779135027.215112,7175,492,595
1779135027.216324,7176,595,596
1779135027.223857,7177,708,596
1779135027.2327068,7178,821,596
1779135027.2463324,7179,930,596
1779135027.2526147,7180,975,596
1779135027.2663548,7181,975,595
1779135027.2751613,7182,975,595
1779135027.283809,7183,975,593
1779135027.2900715,7184,975,593
1779135027.298929,7185,975,591
1779135027.3126502,7186,975,590
1779135027.3213573,7187,975,587
1779135027.3328557,7188,975,583
1779135027.341394,7189,975,581
1779135027.3551629,7190,975,578
1779135027.3639696,7191,975,575
1779135027.3750846,7192,975,573
1779135027.3888617,7193,975,573
1779135027.39382,7194,975,571
1779135027.4075892,7195,975,571
1779135027.4150894,7196,975,571
1779135027.4288504,7197,975,571
1779135027.4376183,7198,975,572
1779135027.4476078,7199,975,573
1779135027.4488728,7200,906,574
1779135027.4638405,7201,833,574
1779135027.4725873,7202,765,574
1779135027.4813771,7203,701,575
1779135027.4925983,7204,643,574
1779135027.5014353,7205,594,574
1779135027.5151758,7206,554,574
1779135027.5239038,7207,523,573
1779135027.555126,7208,497,573
1779135027.556308,7209,478,573
1779135027.5814106,7210,464,573
1779135027.582588,7211,455,573
1779135027.6026597,7212,448,573
1779135027.6037886,7213,444,574
1779135027.605272,7214,438,574
1779135027.6102116,7215,432,575
1779135027.6163328,7216,425,575
1779135027.6301045,7217,415,576
1779135027.6313255,7218,406,577
1779135027.6401997,7219,396,579
1779135027.6514103,7220,386,581
1779135027.6601856,7221,376,583
1779135027.6738346,7222,366,585
1779135027.682613,7223,357,588
1779135027.6938462,7224,351,590
1779135027.7075684,7225,344,593
1779135027.7125795,7226,339,595
1779135027.7264555,7227,333,599
1779135027.7326996,7228,329,601
1779135027.7464192,7229,326,603
1779135027.760261,7230,323,606
1779135027.76519,7231,321,607
1779135027.771439,7232,318,610
1779135027.7803123,7233,314,611
1779135027.7938657,7234,313,613
1779135027.8026898,7235,313,614
1779135027.813902,7236,313,615
1779135027.8226016,7237,314,615
1779135027.8365068,7238,316,615
1779135027.8452435,7239,317,617
1779135027.856354,7240,318,617
1779135027.8651423,7241,318,617
1779135027.8788352,7242,318,619
1779135027.8876424,7243,315,619
1779135027.898836,7244,310,619
1779135027.923865,7245,302,620
1779135027.9251091,7246,295,620
1779135027.9502735,7247,288,619
1779135027.9502914,7248,282,619
1779135027.9514651,7249,277,618
1779135027.955118,7250,274,617
1779135027.961357,7251,271,616
1779135027.972652,7252,272,614
1779135027.983916,7253,276,611
1779135027.9925935,7254,281,611
1779135028.0063665,7255,287,611
1779135028.0151353,7256,293,612
1779135028.0264833,7257,295,612
1779135028.0351708,7258,297,612
1779135028.0488584,7259,296,611
1779135028.0577188,7260,294,611
1779135028.068831,7261,291,609
1779135028.0776117,7262,287,607
1779135028.09142,7263,281,607
1779135028.0914342,7264,279,605
1779135028.100224,7265,277,604
1779135028.1164582,7266,278,602
1779135028.1176937,7267,282,602
1779135028.1313887,7268,294,601
1779135028.1450884,7269,318,601
1779135028.1513348,7270,354,601
1779135028.1652398,7271,410,601
1779135028.1964686,7272,486,601
1779135028.1977215,7273,576,602
1779135028.1989322,7274,679,603
1779135028.2038896,7275,788,603
1779135028.217762,7276,900,603
1779135028.2238762,7277,975,603
1779135028.2352848,7278,975,603
1779135028.243837,7279,975,603
1779135028.2502112,7280,975,602
1779135028.2589302,7281,975,602
1779135028.2701743,7282,975,600
1779135028.317745,7283,975,600
1779135028.3188837,7284,975,601
1779135028.3201365,7285,975,600
1779135028.3213463,7286,975,599
1779135028.3226159,7287,975,599
1779135028.3377,7288,975,600
1779135028.3427198,7289,975,600
1779135028.3539124,7290,975,599
1779135028.362757,7291,975,600
1779135028.3765197,7292,975,600
1779135028.383882,7293,975,600
1779135028.3951912,7294,975,600
1779135028.4038377,7295,975,600
1779135028.4101276,7296,947,602
1779135028.4189496,7297,871,601
1779135028.4301314,7298,798,601
1779135028.4389222,7299,730,602
1779135028.4527552,7300,669,602
1779135028.4613702,7301,615,602
1779135028.472641,7302,574,603
1779135028.483922,7303,542,603
1779135028.492666,7304,518,603
1779135028.5063868,7305,499,603
1779135028.512773,7306,484,603
1779135028.526428,7307,475,603
1779135028.5352082,7308,468,603
1779135028.5439885,7309,463,603
1779135028.5551713,7310,460,601
1779135028.563867,7311,456,601
1779135028.5701127,7312,453,601
1779135028.5789654,7313,447,601
1779135028.5877361,7314,441,600
1779135028.6014528,7315,434,600
1779135028.6152186,7316,424,600
1779135028.6202104,7317,414,599
1779135028.631382,7318,403,599
1779135028.6589842,7319,392,598
1779135028.660217,7320,384,597
1779135028.6867998,7321,373,597
1779135028.687698,7322,362,596
1779135028.6939356,7323,352,595
1779135028.695159,7324,343,595
1779135028.709108,7325,334,593
1779135028.7152128,7326,326,591
1779135028.7238612,7327,316,591
1779135028.730207,7328,307,588
1779135028.738893,7329,299,587
1779135028.750144,7330,293,584
1779135028.7638788,7331,289,582
1779135028.7701395,7332,288,579
1779135028.7839162,7333,288,577
1779135028.7938874,7334,292,575
1779135028.8027234,7335,296,572
1779135028.8328123,7336,305,571
1779135028.8339856,7337,316,567
1779135028.835178,7338,327,565
1779135028.8451421,7339,341,563
1779135028.8539126,7340,355,561
1779135028.8676596,7341,364,560
1779135028.8738883,7342,371,559
1779135028.8876183,7343,369,559
1779135028.8888621,7344,361,557
1779135028.9027205,7345,348,556
1779135028.9088707,7346,332,556
1779135028.9226067,7347,312,555
1779135028.9314098,7348,291,555
1779135028.940138,7349,268,553
1779135028.9513712,7350,244,553
1779135028.9651587,7351,224,552
1779135028.9713898,7352,206,552
1779135028.9851694,7353,193,551
1779135028.9914773,7354,191,552
1779135029.0027282,7355,199,552
1779135029.0276759,7356,224,552
1779135029.0289276,7357,271,552
1779135029.0538812,7358,343,552
1779135029.0551326,7359,434,552
1779135029.0588903,7360,545,552
1779135029.0601413,7361,669,552
1779135029.0715187,7362,800,552
1779135029.0801458,7363,929,551
1779135029.093893,7364,975,551
1779135029.1051433,7365,975,552
1779135029.1114054,7366,975,551
1779135029.1251028,7367,975,551
1779135029.1338828,7368,975,550
1779135029.1426818,7369,975,551
1779135029.1538522,7370,975,550
1779135029.1677163,7371,975,550
1779135029.1739817,7372,975,549
1779135029.187665,7373,975,549
1779135029.193968,7374,975,548
1779135029.207712,7375,975,549
1779135029.2089233,7376,975,549
1779135029.222681,7377,975,550
1779135029.2288773,7378,975,550
1779135029.2427475,7379,975,548
1779135029.2515357,7380,975,547
1779135029.265208,7381,975,548
1779135029.271391,7382,975,548
1779135029.2802098,7383,975,547
1779135029.2939644,7384,975,547
1779135029.3026457,7385,975,547
1779135029.312642,7386,975,547
1779135029.321466,7387,941,547
1779135029.3351989,7388,846,547
1779135029.3439603,7389,755,546
1779135029.355284,7390,672,546
1779135029.368999,7391,603,546
1779135029.3702292,7392,545,546
1779135029.4077156,7393,499,545
1779135029.4089787,7394,464,545
1779135029.4240267,7395,437,545
1779135029.4251866,7396,417,545
1779135029.4266398,7397,403,545
1779135029.4326885,7398,390,545
1779135029.4465892,7399,380,545
1779135029.4778805,7400,374,546
1779135029.479,7401,368,545
1779135029.4802537,7402,364,547
1779135029.4814749,7403,360,547
1779135029.4964929,7404,354,547
1779135029.5053694,7405,350,548
1779135029.5166178,7406,345,548
1779135029.525204,7407,338,548
1779135029.530224,7408,329,548
1779135029.5389483,7409,320,549
1779135029.5502396,7410,313,548
1779135029.5590596,7411,305,548
1779135029.5727577,7412,302,547
1779135029.5816467,7413,298,547
1779135029.592845,7414,298,547
1779135029.601521,7415,295,546
1779135029.6152527,7416,292,546
1779135029.623889,7417,290,545
1779135029.6351423,7418,287,546
1779135029.6438901,7419,285,545
1779135029.6580372,7420,283,546
1779135029.6664138,7421,279,546
1779135029.677689,7422,276,546
1779135029.691387,7423,271,545
1779135029.6926563,7424,264,545
1779135029.701388,7425,259,545
1779135029.7126825,7426,255,545
1779135029.7214484,7427,251,544
1779135029.732749,7428,250,543
1779135029.7414715,7429,247,542
1779135029.783964,7430,246,542
1779135029.785185,7431,251,542
1779135029.786423,7432,257,542
1779135029.787678,7433,264,543
1779135029.798994,7434,269,543
1779135029.8052852,7435,272,543
1779135029.818988,7436,275,542
1779135029.8239427,7437,274,542
1779135029.8363898,7438,274,541
1779135029.8501737,7439,272,540
1779135029.8514125,7440,271,539
1779135029.8602722,7441,270,539
1779135029.8714082,7442,270,538
1779135029.880242,7443,273,539
1779135029.8940012,7444,281,538
1779135029.9026387,7445,298,538
1779135029.913988,7446,329,537
1779135029.922744,7447,380,537
1779135029.9364066,7448,454,537
1779135029.945156,7449,544,537
1779135029.9567347,7450,651,537
1779135029.9701715,7451,763,537
1779135029.9751847,7452,879,537
1779135029.9890084,7453,975,538
1779135029.995274,7454,975,536
1779135030.0089188,7455,975,535
1779135030.0101604,7456,975,535
1779135030.0189095,7457,975,536
1779135030.030176,7458,975,534
1779135030.040181,7459,975,534
1779135030.0539556,7460,975,535
1779135030.0601916,7461,975,534
1779135030.0714588,7462,975,535
1779135030.0801756,7463,975,534
1779135030.1128337,7464,975,534
1779135030.1139197,7465,975,534
1779135030.139023,7466,975,534
1779135030.1402543,7467,975,534
1779135030.1652462,7468,975,534
1779135030.1664243,7469,975,534
1779135030.1677783,7470,975,535
1779135030.1690147,7471,975,536
1779135030.1702616,7472,975,536
1779135030.1839495,7473,918,537
1779135030.1902082,7474,839,538
1779135030.198996,7475,764,537
1779135030.2126963,7476,696,538
1779135030.221418,7477,637,539
1779135030.2327588,7478,586,539
1779135030.2414858,7479,541,539
1779135030.2564275,7480,508,540
1779135030.261386,7481,483,540
1779135030.277686,7482,463,540
1779135030.2789333,7483,449,541
1779135030.292651,7484,440,541
1779135030.3065426,7485,436,541
1779135030.3127298,7486,435,542
1779135030.3265147,7487,435,542
1779135030.327704,7488,434,543
1779135030.3415058,7489,432,543
1779135030.3564796,7490,431,543
1779135030.3577003,7491,426,543
1779135030.3715565,7492,422,544
1779135030.3852763,7493,414,545
1779135030.391519,7494,406,545
1779135030.4054446,7495,396,546
1779135030.4140265,7496,387,547
1779135030.4227114,7497,378,547
1779135030.4340034,7498,366,548
1779135030.4427826,7499,356,549
1779135030.4564955,7500,347,550
1779135030.4639378,7501,336,550
1779135030.4752305,7502,327,551
1779135030.5190308,7503,317,551
1779135030.5201538,7504,312,552
1779135030.521475,7505,308,553
1779135030.5226905,7506,306,553
1779135030.5239162,7507,305,555
1779135030.5339613,7508,303,555
1779135030.542714,7509,303,555
1779135030.5540483,7510,307,556
1779135030.5628524,7511,311,557
1779135030.5740864,7512,317,557
1779135030.582906,7513,322,557
1779135030.5989723,7514,327,558
1779135030.6001472,7515,333,557
1779135030.6140141,7516,337,556
1779135030.6277432,7517,341,558
1779135030.6339645,7518,344,559
1779135030.6478128,7519,344,560
1779135030.6490111,7520,340,561
1779135030.662844,7521,337,561
1779135030.6714542,7522,334,563
1779135030.6802351,7523,330,563
1779135030.6939836,7524,327,563
1779135030.7027228,7525,323,563
1779135030.7139604,7526,319,564
1779135030.7227254,7527,312,564
1779135030.7527053,7528,306,564
1779135030.753941,7529,300,564
1779135030.7551954,7530,297,565
1779135030.7651863,7531,303,564
1779135030.7764106,7532,319,566
1779135030.7852187,7533,354,566
1779135030.7964406,7534,409,566
1779135030.810203,7535,484,567
1779135030.811725,7536,575,567
1779135030.8201802,7537,680,567
1779135030.8314817,7538,790,568
1779135030.8402076,7539,895,568
1779135030.8678296,7540,975,568
1779135030.8691561,7541,975,568
1779135030.8941236,7542,975,567
1779135030.895279,7543,975,567
1779135030.899031,7544,975,567
1779135030.9052331,7545,975,567
1779135030.9139643,7546,975,567
1779135030.9277523,7547,975,567
1779135030.932692,7548,975,567
1779135030.9464626,7549,975,568
1779135030.952682,7550,975,567
1779135030.966521,7551,975,568
1779135030.9677706,7552,975,568
1779135030.9814548,7553,975,567
1779135030.9901843,7554,917,567
1779135031.0039349,7555,851,568
1779135031.0127847,7556,786,566
1779135031.021598,7557,721,566
1779135031.0329628,7558,662,566
1779135031.041526,7559,605,565
1779135031.055282,7560,554,565
1779135031.063996,7561,510,565
1779135031.0753098,7562,473,564
1779135031.0877087,7563,442,564
1779135031.0964892,7564,418,564
1779135031.1052635,7565,398,564
1779135031.1164682,7566,384,564
1779135031.1302805,7567,372,563
1779135031.1315389,7568,366,563
1779135031.1401925,7569,362,563
1779135031.151462,7570,361,562
1779135031.160211,7571,358,560
1779135031.1739507,7572,357,560
1779135031.1828468,7573,353,560
1779135031.1952233,7574,350,559
1779135031.203949,7575,342,558
1779135031.2131095,7576,335,558
1779135031.2540941,7577,328,557
1779135031.255289,7578,325,557
1779135031.2565622,7579,321,556
1779135031.2578807,7580,315,556
1779135031.2715857,7581,311,556
1779135031.2729623,7582,307,555
1779135031.2878034,7583,302,554
1779135031.2889469,7584,295,553
1779135031.3027778,7585,288,553
1779135031.3089464,7586,285,552
1779135031.3228679,7587,284,551
1779135031.3315206,7588,284,551
1779135031.3403063,7589,282,551
1779135031.3515422,7590,280,550
1779135031.3602996,7591,275,550
1779135031.3928196,7592,269,549
1779135031.3939652,7593,262,548
1779135031.3952155,7594,255,548
1779135031.4039466,7595,248,548
1779135031.4127758,7596,242,547
1779135031.4264412,7597,238,547
1779135031.4327693,7598,233,545
1779135031.4464855,7599,230,545
1779135031.4477541,7600,225,544
1779135031.461442,7601,222,543
1779135031.472808,7602,218,543
1779135031.486518,7603,213,542
1779135031.4915147,7604,209,542
1779135031.5052898,7605,204,541
1779135031.5139675,7606,197,540
1779135031.522789,7607,191,539
1779135031.536471,7608,185,538
1779135031.5452738,7609,178,537
1779135031.5564566,7610,170,537
1779135031.5652218,7611,160,536
1779135031.5789633,7612,151,535
1779135031.604139,7613,140,533
1779135031.6052139,7614,129,532
1779135031.6303043,7615,116,531
1779135031.6315694,7616,105,530
1779135031.6415112,7617,98,530
1779135031.642787,7618,94,531
1779135031.643917,7619,91,531
1779135031.653979,7620,88,531
1779135031.6628263,7621,86,531
1779135031.674062,7622,88,531
1779135031.6827753,7623,91,532
1779135031.6965897,7624,97,532
1779135031.705216,7625,107,532
1779135031.7153099,7626,116,532
1779135031.7239509,7627,128,531
1779135031.7378528,7628,143,533
1779135031.7465327,7629,164,533
1779135031.757895,7630,196,533
1779135031.771456,7631,239,534
1779135031.7727835,7632,295,534
1779135031.781455,7633,363,534
1779135031.792878,7634,441,535
1779135031.8014824,7635,528,535
1779135031.8153172,7636,617,535
1779135031.8215513,7637,702,536
1779135031.8378792,7638,778,536
1779135031.8390834,7639,841,536
1779135031.8529472,7640,888,536
1779135031.8666036,7641,917,536
1779135031.8729415,7642,927,536
1779135031.8864598,7643,923,537
1779135031.8952603,7644,907,537
1779135031.9040082,7645,883,537
1779135031.915227,7646,855,538
1779135031.9239612,7647,824,538
1779135031.9289517,7648,792,539
1779135031.9428377,7649,762,540
1779135031.974055,7650,736,540
1779135031.975231,7651,711,540
1779135032.0002477,7652,690,541
1779135032.0014808,7653,669,541
1779135032.0064847,7654,649,542
1779135032.036513,7655,627,542
1779135032.0377939,7656,603,542
1779135032.0502863,7657,579,542
1779135032.0514815,7658,556,542
1779135032.052776,7659,534,542
1779135032.054055,7660,513,543
1779135032.0678754,7661,492,543
1779135032.0739837,7662,473,543
1779135032.0879292,7663,455,543
1779135032.0891292,7664,441,543
1779135032.103008,7665,431,544
1779135032.1091356,7666,423,544
1779135032.122794,7667,419,545
1779135032.131573,7668,416,545
1779135032.1402435,7669,415,545
