ts,nSeq,ppg,pzt
1779134970.3834248,1493,321,504
1779134970.3921995,1494,320,504
1779134970.4033945,1495,318,504
1779134970.4122505,1496,314,505
1779134970.4259248,1497,311,505
1779134970.434636,1498,308,506
1779134970.4459782,1499,308,506
1779134970.454776,1500,313,506
1779134970.4684079,1501,325,507
1779134970.4772668,1502,347,508
1779134970.493395,1503,380,508
1779134970.4945962,1504,426,509
1779134970.4999177,1505,484,510
1779134970.5083702,1506,551,510
1779134970.5196383,1507,621,511
1779134970.533395,1508,693,512
1779134970.5396655,1509,762,513
1779134970.553441,1510,822,513
1779134970.5596402,1511,871,513
1779134970.5946636,1512,907,514
1779134970.595878,1513,930,515
1779134970.620961,1514,939,516
1779134970.622146,1515,935,516
1779134970.6458802,1516,921,518
1779134970.6471121,1517,899,518
1779134970.648386,1518,870,519
1779134970.6499994,1519,837,519
1779134970.6508565,1520,801,520
1779134970.665919,1521,764,519
1779134970.6671457,1522,729,520
1779134970.680905,1523,698,521
1779134970.6898246,1524,669,521
1779134970.7034502,1525,642,521
1779134970.7121673,1526,618,522
1779134970.7233844,1527,595,522
1779134970.7322035,1528,577,523
1779134970.745945,1529,560,523
1779134970.754817,1530,544,524
1779134970.7659583,1531,531,524
1779134970.7821429,1532,519,524
1779134970.7833695,1533,509,525
1779134970.7971637,1534,500,525
1779134970.813513,1535,492,525
1779134970.814605,1536,486,525
1779134970.8197203,1537,483,525
1779134970.8284447,1538,481,526
1779134970.8446665,1539,480,526
1779134970.845853,1540,479,526
1779134970.8596272,1541,476,526
1779134970.8733492,1542,475,526
1779134970.8796635,1543,470,526
1779134970.891152,1544,463,526
1779134970.9046314,1545,455,526
1779134970.9134843,1546,446,526
1779134970.92468,1547,437,526
1779134970.9333992,1548,428,526
1779134970.9835138,1549,417,526
1779134970.9846992,1550,406,526
1779134970.9859753,1551,395,526
1779134970.9897134,1552,388,525
1779134970.9908423,1553,382,525
1779134970.9922092,1554,375,525
1779134971.0084708,1555,368,525
1779134971.0097122,1556,363,525
1779134971.0233653,1557,359,525
1779134971.0321553,1558,356,526
1779134971.0433939,1559,354,525
1779134971.0521982,1560,351,525
1779134971.0659194,1561,347,525
1779134971.0746398,1562,343,525
1779134971.0859585,1563,339,525
1779134971.0946496,1564,336,524
1779134971.1083934,1565,333,523
1779134971.1171398,1566,332,523
1779134971.1333966,1567,332,523
1779134971.1409428,1568,331,522
1779134971.140988,1569,329,522
1779134971.1496725,1570,330,522
1779134971.1609526,1571,333,521
1779134971.1696703,1572,335,521
1779134971.183404,1573,337,521
1779134971.1922743,1574,337,520
1779134971.2047489,1575,337,519
1779134971.2359831,1576,337,519
1779134971.2372196,1577,337,518
1779134971.2384796,1578,337,517
1779134971.244715,1579,339,517
1779134971.2583928,1580,342,517
1779134971.267145,1581,349,515
1779134971.2760284,1582,364,516
1779134971.2922897,1583,387,515
1779134971.297122,1584,422,515
1779134971.2983837,1585,468,515
1779134971.3234253,1586,522,515
1779134971.3246105,1587,581,515
1779134971.3497472,1588,643,515
1779134971.350925,1589,705,515
1779134971.36726,1590,763,515
1779134971.3684754,1591,811,515
1779134971.3697295,1592,854,514
1779134971.3846474,1593,884,514
1779134971.3934493,1594,903,514
1779134971.4009652,1595,909,514
1779134971.4146395,1596,906,514
1779134971.4238443,1597,893,514
1779134971.4371302,1598,874,515
1779134971.4458823,1599,848,513
1779134971.4609551,1600,819,514
1779134971.460985,1601,789,514
1779134971.4696074,1602,760,513
1779134971.485885,1603,731,513
1779134971.4871259,1604,702,512
1779134971.504704,1605,675,512
1779134971.5134988,1606,651,512
1779134971.5247178,1607,627,511
1779134971.5334358,1608,603,510
1779134971.547802,1609,581,510
1779134971.5558803,1610,561,509
1779134971.5674167,1611,543,509
1779134971.5758872,1612,527,508
1779134971.5896504,1613,512,508
1779134971.598487,1614,500,508
1779134971.6122015,1615,492,507
1779134971.6122198,1616,488,507
1779134971.6209178,1617,488,506
1779134971.6296692,1618,488,505
1779134971.6434052,1619,490,505
1779134971.6496205,1620,493,504
1779134971.6634505,1621,493,504
1779134971.6722107,1622,494,504
1779134971.6974607,1623,494,503
1779134971.6983936,1624,492,503
1779134971.7239263,1625,487,502
1779134971.7246032,1626,478,502
1779134971.725868,1627,468,502
1779134971.7421367,1628,456,501
1779134971.7433786,1629,441,500
1779134971.7571347,1630,428,500
1779134971.7659066,1631,415,500
1779134971.7671244,1632,407,500
1779134971.7823734,1633,397,499
1779134971.790926,1634,386,499
1779134971.7996411,1635,377,500
1779134971.810898,1636,368,499
1779134971.8196442,1637,361,500
1779134971.8333938,1638,357,500
1779134971.8423243,1639,356,500
1779134971.8710177,1640,359,499
1779134971.8721426,1641,359,500
1779134971.8738844,1642,359,500
1779134971.887174,1643,359,500
1779134971.893574,1644,360,499
1779134971.907137,1645,361,499
1779134971.9134505,1646,359,498
1779134971.9235027,1647,357,498
1779134971.9297035,1648,356,497
1779134971.9387817,1649,356,497
1779134971.9523993,1650,355,497
1779134971.9609723,1651,355,497
1779134971.9722357,1652,353,497
1779134971.9809518,1653,349,496
1779134971.9946632,1654,347,495
1779134972.003411,1655,342,495
1779134972.0146735,1656,337,494
1779134972.0259585,1657,333,494
1779134972.0397015,1658,332,494
1779134972.064662,1659,332,493
1779134972.0658846,1660,335,492
1779134972.090949,1661,347,492
1779134972.0921457,1662,364,492
1779134972.1009068,1663,392,491
1779134972.102324,1664,433,491
1779134972.1033888,1665,483,490
1779134972.1134162,1666,542,490
1779134972.119656,1667,607,490
1779134972.1309443,1668,676,490
1779134972.1396823,1669,745,489
1779134972.1534476,1670,805,489
1779134972.1621413,1671,857,489
1779134972.1736796,1672,897,490
1779134972.1822088,1673,922,488
1779134972.195961,1674,934,488
1779134972.204674,1675,934,488
1779134972.2159522,1676,921,488
1779134972.2246485,1677,900,489
1779134972.2372265,1678,874,488
1779134972.2509236,1679,844,489
1779134972.2521803,1680,813,488
1779134972.2622437,1681,781,489
1779134972.2709184,1682,749,489
1779134972.279671,1683,720,488
1779134972.2959402,1684,694,488
1779134972.2971575,1685,671,488
1779134972.3109274,1686,653,488
1779134972.3246806,1687,635,487
1779134972.3372526,1688,617,487
1779134972.3384109,1689,600,487
1779134972.3521824,1690,581,487
1779134972.3660464,1691,561,486
1779134972.372279,1692,541,486
1779134972.3859239,1693,523,486
1779134972.3946846,1694,508,485
1779134972.4035084,1695,497,485
1779134972.4097126,1696,487,484
1779134972.4349363,1697,480,484
1779134972.4596896,1698,477,483
1779134972.4610598,1699,475,483
1779134972.48345,1700,473,483
1779134972.4846547,1701,474,482
1779134972.5159314,1702,473,481
1779134972.517145,1703,471,481
1779134972.5184085,1704,468,480
1779134972.5198498,1705,463,480
1779134972.5209074,1706,458,480
1779134972.5221303,1707,452,480
1779134972.5410028,1708,445,479
1779134972.5421977,1709,435,479
1779134972.5559416,1710,425,479
1779134972.5647113,1711,415,478
1779134972.5659513,1712,406,478
1779134972.5809531,1713,395,478
1779134972.5896564,1714,384,478
1779134972.6034806,1715,376,477
1779134972.6097171,1716,369,477
1779134972.6235154,1717,363,477
1779134972.6321816,1718,357,476
1779134972.6461177,1719,352,476
1779134972.650983,1720,348,476
1779134972.664713,1721,344,476
1779134972.6734273,1722,340,476
1779134972.6822073,1723,337,476
1779134972.6934469,1724,336,476
1779134972.7024946,1725,335,476
1779134972.7159486,1726,333,476
1779134972.7247036,1727,332,476
1779134972.725934,1728,332,476
1779134972.7409823,1729,332,476
1779134972.7496738,1730,333,476
1779134972.7613473,1731,333,476
1779134972.7722254,1732,333,476
1779134972.8146865,1733,332,476
1779134972.8159297,1734,331,475
1779134972.8284893,1735,331,476
1779134972.8296695,1736,330,476
1779134972.8309066,1737,329,477
1779134972.8321664,1738,327,476
1779134972.8460472,1739,323,476
1779134972.8522332,1740,323,476
1779134972.8635278,1741,320,476
1779134972.8772311,1742,318,477
1779134972.886097,1743,315,478
1779134972.8872068,1744,312,477
1779134972.9022903,1745,311,477
1779134972.9109929,1746,312,478
1779134972.9198687,1747,317,478
1779134972.9310575,1748,328,477
1779134972.9398444,1749,348,477
1779134972.953505,1750,379,477
1779134972.9609995,1751,422,477
1779134972.9723186,1752,478,477
1779134972.9810047,1753,545,477
1779134972.9946654,1754,621,477
1779134973.003415,1755,700,477
1779134973.0146542,1756,777,477
1779134973.0234683,1757,846,477
1779134973.0372384,1758,905,477
1779134973.0460021,1759,950,477
1779134973.0473247,1760,974,478
1779134973.0647335,1761,975,478
1779134973.065916,1762,975,478
1779134973.0797374,1763,975,478
1779134973.090934,1764,962,479
1779134973.09967,1765,934,480
1779134973.1134608,1766,900,481
1779134973.1221807,1767,865,481
1779134973.151025,1768,830,482
1779134973.1522582,1769,795,483
1779134973.1778352,1770,762,483
1779134973.1784036,1771,732,483
1779134973.1998522,1772,705,483
1779134973.2009115,1773,684,484
1779134973.2021403,1774,663,484
1779134973.2039654,1775,643,485
1779134973.2122355,1776,623,486
1779134973.2211077,1777,604,487
1779134973.2302072,1778,588,487
1779134973.243445,1779,572,487
1779134973.249675,1780,559,488
1779134973.2634635,1781,546,489
1779134973.2747061,1782,536,490
1779134973.2834308,1783,529,491
1779134973.2952917,1784,524,492
1779134973.3034909,1785,523,492
1779134973.3172715,1786,522,493
1779134973.326057,1787,519,494
1779134973.342226,1788,518,495
1779134973.343499,1789,514,496
1779134973.3572342,1790,509,497
1779134973.371002,1791,503,498
1779134973.3722067,1792,497,499
1779134973.380975,1793,488,500
1779134973.3898184,1794,477,500
1779134973.4034789,1795,465,501
1779134973.4097838,1796,454,503
1779134973.4234574,1797,442,504
1779134973.4324002,1798,430,504
1779134973.446086,1799,419,506
1779134973.4548118,1800,410,507
1779134973.4634786,1801,401,508
1779134973.4797914,1802,393,510
1779134973.480964,1803,384,511
1779134973.4973617,1804,378,512
1779134973.5060785,1805,374,513
1779134973.5562701,1806,369,515
1779134973.557213,1807,365,516
1779134973.5584362,1808,361,518
1779134973.559783,1809,358,519
1779134973.5609443,1810,355,520
1779134973.562469,1811,352,522
1779134973.578478,1812,350,523
1779134973.5798082,1813,348,524
1779134973.590982,1814,348,525
1779134973.5999296,1815,349,527
1779134973.615996,1816,350,527
1779134973.6171958,1817,350,528
1779134973.631062,1818,347,529
1779134973.644818,1819,344,529
1779134973.6509953,1820,342,529
1779134973.6648152,1821,339,530
1779134973.6737046,1822,338,530
1779134973.682215,1823,336,530
1779134973.6909578,1824,335,531
1779134973.6997988,1825,334,530
1779134973.7134566,1826,333,529
1779134973.7184348,1827,329,528
1779134973.729803,1828,328,527
1779134973.743491,1829,328,524
1779134973.7498214,1830,330,524
1779134973.763504,1831,330,522
1779134973.7947814,1832,333,521
1779134973.79594,1833,339,519
1779134973.7973392,1834,348,519
1779134973.8059502,1835,363,518
1779134973.8122282,1836,390,518
1779134973.8210008,1837,431,517
1779134973.834833,1838,482,517
1779134973.8434439,1839,543,516
1779134973.8498995,1840,611,516
1779134973.8635008,1841,681,516
1779134973.8685284,1842,752,516
1779134973.8960183,1843,816,517
1779134973.8972087,1844,873,519
1779134973.9223423,1845,913,519
1779134973.9234586,1846,942,520
1779134973.9373019,1847,958,522
1779134973.938528,1848,963,524
1779134973.9397628,1849,959,526
1779134973.954892,1850,945,528
1779134973.9636045,1851,926,531
1779134973.9749708,1852,898,534
1779134973.9834542,1853,866,536
1779134973.9973428,1854,832,540
1779134974.0034637,1855,797,542
1779134974.009856,1856,763,545
1779134974.0235038,1857,729,547
1779134974.0284903,1858,702,549
1779134974.042221,1859,677,551
1779134974.048463,1860,657,553
1779134974.0622406,1861,639,556
1779134974.0760024,1862,625,558
1779134974.0809858,1863,614,560
1779134974.0922263,1864,608,562
1779134974.1023185,1865,603,564
1779134974.1160548,1866,601,566
1779134974.12485,1867,600,568
1779134974.1360886,1868,602,569
1779134974.1448448,1869,604,571
1779134974.158567,1870,606,572
1779134974.167298,1871,608,573
1779134974.1685436,1872,613,574
1779134974.1835635,1873,615,575
1779134974.1923177,1874,615,576
1779134974.2010696,1875,615,577
1779134974.2135665,1876,613,578
1779134974.2222314,1877,609,579
1779134974.2360868,1878,604,579
1779134974.2448401,1879,595,579
1779134974.2747955,1880,583,579
1779134974.2759821,1881,568,579
1779134974.30099,1882,550,579
1779134974.323577,1883,527,579
1779134974.3247945,1884,502,580
1779134974.3260214,1885,476,580
1779134974.327247,1886,449,581
1779134974.3284667,1887,420,582
1779134974.334926,1888,391,583
1779134974.343551,1889,359,583
1779134974.3523042,1890,328,583
1779134974.3611226,1891,296,583
1779134974.3723204,1892,270,583
1779134974.3810492,1893,246,582
1779134974.394873,1894,230,582
1779134974.4048548,1895,217,582
1779134974.431074,1896,205,580
1779134974.4322283,1897,198,579
1779134974.433475,1898,193,579
1779134974.4472218,1899,188,577
1779134974.453451,1900,183,575
1779134974.4675624,1901,180,574
1779134974.4759588,1902,181,574
1779134974.489773,1903,179,573
1779134974.490962,1904,179,571
1779134974.5009534,1905,181,569
1779134974.5134683,1906,186,567
1779134974.5222156,1907,192,566
1779134974.533528,1908,199,564
1779134974.5422318,1909,207,562
1779134974.5560563,1910,215,560
1779134974.564844,1911,226,559
1779134974.575979,1912,243,556
1779134974.5847995,1913,266,554
1779134974.5984938,1914,299,551
1779134974.6072829,1915,342,549
1779134974.6160262,1916,396,547
1779134974.6410565,1917,458,545
1779134974.6423306,1918,526,543
1779134974.6624458,1919,598,542
1779134974.6635299,1920,670,540
1779134974.6648438,1921,740,540
1779134974.6723154,1922,802,537
1779134974.6809974,1923,854,536
1779134974.6922808,1924,895,533
1779134974.7009869,1925,925,531
1779134974.7185066,1926,943,529
1779134974.719796,1927,950,527
1779134974.7360306,1928,949,526
1779134974.7448337,1929,942,525
1779134974.753505,1930,927,523
1779134974.7673457,1931,909,520
1779134974.7735312,1932,888,518
1779134974.787334,1933,866,515
1779134974.7960289,1934,844,511
1779134974.8098228,1935,820,507
1779134974.8109705,1936,796,503
1779134974.8209517,1937,768,500
1779134974.829791,1938,740,496
1779134974.8435552,1939,712,492
1779134974.8498476,1940,686,489
1779134974.8635418,1941,658,485
1779134974.8722148,1942,632,482
1779134974.8859777,1943,606,479
1779134974.892227,1944,583,476
1779134974.9059896,1945,563,473
1779134974.9147766,1946,547,470
1779134974.9284968,1947,537,467
1779134974.9372575,1948,531,465
1779134974.9459972,1949,527,462
1779134974.959763,1950,527,460
1779134974.9684663,1951,530,457
1779134974.9698353,1952,534,454
1779134974.9798472,1953,539,451
1779134975.0110397,1954,543,449
1779134975.0122623,1955,546,447
1779134975.0297835,1956,546,444
1779134975.0309737,1957,543,441
1779134975.0322154,1958,536,439
1779134975.0423582,1959,525,436
1779134975.0711162,1960,512,435
1779134975.0723054,1961,496,432
1779134975.0735736,1962,483,430
1779134975.0872347,1963,468,428
1779134975.093524,1964,451,425
1779134975.1072462,1965,437,423
1779134975.1135197,1966,423,422
1779134975.1272948,1967,411,420
1779134975.1284692,1968,398,419
1779134975.143561,1969,386,418
1779134975.1510053,1970,376,417
1779134975.1598213,1971,368,415
1779134975.1709998,1972,361,412
1779134975.1847684,1973,356,410
1779134975.1909997,1974,352,409
1779134975.2053177,1975,348,407
1779134975.211073,1976,347,406
1779134975.2247546,1977,347,406
1779134975.233466,1978,349,406
1779134975.242267,1979,354,407
1779134975.253565,1980,360,407
1779134975.2622812,1981,368,408
1779134975.276031,1982,376,408
1779134975.2847743,1983,380,409
1779134975.2860231,1984,382,408
1779134975.300985,1985,383,408
1779134975.3148086,1986,383,406
1779134975.3199875,1987,384,404
1779134975.3310623,1988,390,402
1779134975.3448083,1989,403,399
1779134975.3873322,1990,423,396
1779134975.3885572,1991,457,391
1779134975.4047997,1992,499,387
1779134975.405982,1993,550,383
1779134975.40724,1994,606,379
1779134975.408516,1995,666,374
1779134975.4248035,1996,726,370
1779134975.4259882,1997,780,368
1779134975.4347851,1998,824,365
1779134975.448559,1999,860,364
1779134975.449785,2000,884,362
1779134975.4598327,2001,896,360
1779134975.468536,2002,896,359
1779134975.4823277,2003,886,359
1779134975.4885597,2004,864,359
1779134975.5023634,2005,835,359
1779134975.5160499,2006,804,360
1779134975.5210078,2007,773,361
1779134975.5322895,2008,744,364
1779134975.5460613,2009,717,366
1779134975.5548236,2010,692,370
1779134975.563526,2011,671,372
1779134975.573501,2012,652,376
1779134975.5873287,2013,633,378
1779134975.5960176,2014,614,380
1779134975.609808,2015,596,382
1779134975.6110322,2016,579,384
1779134975.621155,2017,560,385
1779134975.6298943,2018,540,385
1779134975.643612,2019,522,386
1779134975.6523292,2020,504,386
1779134975.6610377,2021,487,387
1779134975.676091,2022,470,387
1779134975.6811354,2023,458,387
1779134975.7110453,2024,451,386
1779134975.7123356,2025,447,384
1779134975.7134848,2026,447,382
1779134975.7522924,2027,447,379
1779134975.7534807,2028,450,376
1779134975.764776,2029,454,372
1779134975.7659848,2030,456,368
1779134975.7672358,2031,460,366
1779134975.768506,2032,460,364
1779134975.7822728,2033,459,362
1779134975.7909906,2034,454,361
1779134975.7998455,2035,448,359
1779134975.8110516,2036,440,358
1779134975.824798,2037,430,356
1779134975.8309922,2038,419,355
1779134975.844797,2039,405,353
1779134975.8510835,2040,390,350
1779134975.8647745,2041,376,347
1779134975.8735044,2042,365,344
1779134975.8822725,2043,355,340
1779134975.8935122,2044,347,336
1779134975.9023807,2045,342,332
1779134975.9161263,2046,338,327
1779134975.9247768,2047,337,322
1779134975.9260502,2048,337,318
1779134975.941007,2049,335,315
1779134975.9497912,2050,335,314
1779134975.963561,2051,335,314
1779134975.9722753,2052,335,314
1779134975.9810202,2053,333,314
1779134975.997279,2054,330,313
1779134975.998503,2055,327,311
1779134976.0147722,2056,323,309
1779134976.0235114,2057,318,307
1779134976.0322948,2058,312,305
1779134976.0460355,2059,307,303
1779134976.0522585,2060,305,303
1779134976.0660214,2061,308,304
1779134976.0747736,2062,316,306
1779134976.0835397,2063,332,310
1779134976.1110587,2064,359,313
1779134976.1110828,2065,398,318
1779134976.1360285,2066,448,323
1779134976.1372564,2067,506,326
1779134976.153067,2068,568,330
1779134976.1537592,2069,630,334
1779134976.154784,2070,688,337
1779134976.1686146,2071,739,339
1779134976.1698444,2072,781,340
1779134976.1854403,2073,810,339
1779134976.193553,2074,828,341
1779134976.2023487,2075,834,341
1779134976.211611,2076,831,340
1779134976.22479,2077,820,341
1779134976.233641,2078,802,342
1779134976.2473352,2079,780,342
1779134976.2485206,2080,756,344
1779134976.2638261,2081,732,344
1779134976.2722707,2082,710,347
1779134976.2810495,2083,689,349
1779134976.292282,2084,669,351
1779134976.3010502,2085,647,353
1779134976.3148258,2086,625,356
1779134976.3235805,2087,603,360
1779134976.351169,2088,579,363
1779134976.3522925,2089,556,367
1779134976.353529,2090,532,371
1779134976.3673549,2091,510,374
1779134976.3735435,2092,489,378
1779134976.3873374,2093,470,382
1779134976.3960705,2094,455,385
1779134976.4098125,2095,443,388
1779134976.4211917,2096,435,390
1779134976.421264,2097,432,391
1779134976.4298074,2098,430,391
1779134976.443544,2099,429,391
1779134976.4497738,2100,430,392
1779134976.4947965,2101,432,393
1779134976.4959855,2102,435,394
1779134976.4972403,2103,440,395
1779134976.499162,2104,443,396
1779134976.5035374,2105,444,398
1779134976.517354,2106,442,399
1779134976.5237823,2107,440,401
1779134976.5323787,2108,435,403
1779134976.54609,2109,427,404
1779134976.5548348,2110,417,406
1779134976.5635579,2111,407,407
1779134976.5839949,2112,395,408
1779134976.5840375,2113,382,409
1779134976.5886116,2114,372,409
1779134976.6023257,2115,359,410
1779134976.608592,2116,349,411
1779134976.6223392,2117,339,412
1779134976.631056,2118,330,411
1779134976.6410534,2119,321,410
1779134976.652502,2120,313,408
1779134976.6660888,2121,307,406
1779134976.674802,2122,299,404
1779134976.6836183,2123,295,401
1779134976.6954892,2124,294,400
1779134976.703555,2125,296,399
1779134976.7173967,2126,299,399
1779134976.7261307,2127,303,399
1779134976.7411902,2128,308,400
1779134976.7412126,2129,311,401
1779134976.7548149,2130,315,402
1779134976.7598355,2131,318,403
1779134976.7760863,2132,319,403
1779134976.7773304,2133,322,404
1779134976.7911031,2134,325,406
1779134976.8048532,2135,335,409
1779134976.811105,2136,351,412
1779134976.8389015,2137,377,415
1779134976.8398137,2138,414,418
1779134976.8651204,2139,462,422
1779134976.8660424,2140,521,425
1779134976.8712764,2141,590,430
1779134976.872319,2142,660,433
1779134976.8861096,2143,729,437
1779134976.9025245,2144,795,441
1779134976.902555,2145,853,445
1779134976.911135,2146,900,449
1779134976.9199018,2147,934,454
1779134976.9310932,2148,952,457
1779134976.9398072,2149,958,462
1779134976.9500637,2150,950,466
1779134976.9636073,2151,931,471
1779134976.9911218,2152,905,474
1779134976.9923131,2153,873,478
1779134976.9935799,2154,837,482
1779134977.0073504,2155,799,486
1779134977.0151317,2156,761,490
1779134977.0285468,2157,724,494
1779134977.0335457,2158,689,499
1779134977.0485992,2159,655,504
1779134977.04981,2160,625,510
1779134977.0598679,2161,597,515
1779134977.068562,2162,571,519
1779134977.0823019,2163,547,524
1779134977.0885868,2164,527,527
1779134977.102336,2165,508,530
1779134977.1110725,2166,493,532
1779134977.1248295,2167,481,534
1779134977.1310735,2168,471,536
1779134977.144832,2169,464,536
1779134977.153567,2170,458,537
1779134977.1673229,2171,453,538
1779134977.173558,2172,448,539
1779134977.187308,2173,443,540
1779134977.2135715,2174,440,541
1779134977.2148328,2175,437,543
1779134977.237381,2176,435,545
1779134977.2385268,2177,433,546
1779134977.2397697,2178,431,549
1779134977.2410595,2179,430,551
1779134977.2522995,2180,428,555
1779134977.2610765,2181,427,558
1779134977.2748253,2182,424,563
1779134977.2835333,2183,417,568
1779134977.294808,2184,408,572
1779134977.303525,2185,397,578
1779134977.3173203,2186,385,583
1779134977.3261125,2187,372,588
1779134977.337346,2188,360,591
1779134977.346102,2189,350,594
1779134977.3598666,2190,340,595
1779134977.3685827,2191,333,596
1779134977.369846,2192,327,596
1779134977.3848565,2193,324,596
1779134977.3860772,2194,320,598
1779134977.4000962,2195,315,600
1779134977.4110992,2196,308,600
1779134977.4198031,2197,301,604
1779134977.4336352,2198,293,606
1779134977.442367,2199,287,608
1779134977.4535463,2200,281,609
1779134977.462339,2201,277,611
1779134977.47233,2202,275,612
1779134977.4860823,2203,274,614
1779134977.494853,2204,274,615
1779134977.5035772,2205,280,617
1779134977.5174294,2206,292,618
1779134977.5260878,2207,312,620
1779134977.5424325,2208,343,621
1779134977.5424619,2209,382,623
1779134977.551087,2210,435,625
1779134977.5826313,2211,495,626
1779134977.5835588,2212,566,628
1779134977.608896,2213,639,630
1779134977.6097941,2214,712,631
1779134977.6350129,2215,784,631
1779134977.636083,2216,847,632
1779134977.6373308,2217,897,633
1779134977.6385753,2218,935,634
1779134977.6475403,2219,960,633
1779134977.653571,2220,969,633
1779134977.6673784,2221,968,633
1779134977.6723197,2222,957,633
1779134977.6836126,2223,935,632
1779134977.7000403,2224,906,632
1779134977.7000759,2225,871,633
1779134977.7085726,2226,835,635
1779134977.7224581,2227,802,637
1779134977.728655,2228,768,639
1779134977.7423337,2229,732,641
1779134977.7511847,2230,696,642
1779134977.7651422,2231,659,642
1779134977.7710738,2232,621,640
1779134977.7873955,2233,583,639
1779134977.7923124,2234,546,637
1779134977.8061643,2235,516,635
1779134977.8122993,2236,489,632
1779134977.8261096,2237,467,630
1779134977.8348439,2238,451,627
1779134977.8437407,2239,441,623
1779134977.8586342,2240,438,620
1779134977.8586593,2241,442,616
1779134977.872346,2242,451,614
1779134977.8811398,2243,464,611
1779134977.8924053,2244,480,607
1779134977.901099,2245,494,603
1779134977.9150093,2246,508,599
1779134977.9235876,2247,520,595
1779134977.9649348,2248,527,591
1779134977.9660606,2249,529,588
1779134977.9674146,2250,527,585
1779134977.9685853,2251,521,583
1779134977.9798205,2252,512,582
1779134977.9848263,2253,499,580
1779134977.9948251,2254,483,578
1779134978.0085933,2255,468,577
1779134978.0200202,2256,452,575
1779134978.0200531,2257,435,574
1779134978.0285947,2258,417,573
1779134978.0423508,2259,401,572
1779134978.0485964,2260,386,572
1779134978.0623426,2261,371,573
1779134978.0711145,2262,358,573
1779134978.0849292,2263,344,573
1779134978.091438,2264,333,572
1779134978.1011107,2265,324,571
1779134978.114866,2266,318,569
1779134978.1238532,2267,311,568
1779134978.134845,2268,305,566
1779134978.1438506,2269,302,562
1779134978.1573896,2270,300,560
1779134978.1661637,2271,301,556
1779134978.1829562,2272,308,553
1779134978.1829822,2273,324,551
1779134978.191174,2274,352,550
1779134978.2035828,2275,392,548
1779134978.20985,2276,446,547
1779134978.2236297,2277,511,547
1779134978.2323484,2278,585,547
1779134978.2414112,2279,663,546
1779134978.2710931,2280,741,545
1779134978.2724044,2281,814,545
1779134978.2735865,2282,877,543
1779134978.2824464,2283,926,543
1779134978.3399246,2284,959,542
1779134978.3410792,2285,974,540
1779134978.3424401,2286,975,541
1779134978.3436928,2287,975,542
1779134978.346203,2288,960,543
1779134978.3462374,2289,935,547
1779134978.3536391,2290,905,551
1779134978.3623788,2291,870,554
1779134978.3736231,2292,836,557
1779134978.3824298,2293,803,559
1779134978.3962266,2294,770,561
1779134978.4050844,2295,738,563
1779134978.4149067,2296,706,565
1779134978.4236388,2297,675,567
1779134978.4375844,2298,643,568
1779134978.4461732,2299,611,569
1779134978.4574065,2300,581,569
1779134978.4661279,2301,550,568
1779134978.4798975,2302,519,563
1779134978.49363,2303,490,558
1779134978.494857,2304,462,551
1779134978.4962194,2305,438,544
1779134978.5124366,2306,416,538
1779134978.521218,2307,402,534
1779134978.5324187,2308,391,530
1779134978.5411222,2309,382,528
1779134978.5549912,2310,379,525
1779134978.5636692,2311,378,523
1779134978.5748787,2312,382,519
1779134978.5836365,2313,389,515
1779134978.599007,2314,398,512
1779134978.606134,2315,409,508
1779134978.6161168,2316,420,505
1779134978.624884,2317,431,502
1779134978.6386166,2318,440,499
1779134978.6526477,2319,446,496
1779134978.658669,2320,451,492
1779134978.6586988,2321,455,488
1779134978.6886566,2322,455,484
1779134978.6898642,2323,453,480
1779134978.7035947,2324,449,475
1779134978.7048469,2325,440,469
1779134978.7135718,2326,430,463
1779134978.7223446,2327,419,458
1779134978.7335994,2328,408,453
1779134978.7473667,2329,397,450
1779134978.7523248,2330,386,447
1779134978.7661126,2331,376,445
1779134978.7723958,2332,368,443
1779134978.786163,2333,363,441
1779134978.794934,2334,360,439
1779134978.8086169,2335,359,438
1779134978.8199258,2336,357,436
1779134978.8199558,2337,355,435
1779134978.8311617,2338,354,435
1779134978.8448813,2339,353,435
1779134978.8511205,2340,349,435
1779134978.859873,2341,350,434
1779134978.873649,2342,354,433
1779134978.8823678,2343,369,431
1779134978.9111724,2344,396,428
1779134978.912369,2345,434,425
1779134978.9137948,2346,487,423
1779134978.9273489,2347,548,420
1779134978.9336169,2348,616,417
1779134978.9423754,2349,687,415
1779134978.9561858,2350,754,412
1779134978.9648585,2351,815,409
1779134978.9811995,2352,865,407
1779134978.981226,2353,902,406
1779134978.9898663,2354,926,403
1779134979.0036085,2355,935,401
1779134979.009926,2356,935,399
1779134979.0235956,2357,924,398
1779134979.0711632,2358,905,399
1779134979.0723581,2359,879,396
1779134979.0735974,2360,847,395
1779134979.074865,2361,812,393
1779134979.0761206,2362,775,391
1779134979.0900207,2363,738,388
1779134979.0911388,2364,701,385
1779134979.106132,2365,665,383
1779134979.1148922,2366,632,380
1779134979.1291683,2367,601,379
1779134979.1398997,2368,572,378
1779134979.1399422,2369,541,377
1779134979.151114,2370,512,377
1779134979.1598747,2371,484,377
1779134979.1712117,2372,456,377
1779134979.1798594,2373,427,377
1779134979.1938694,2374,401,377
1779134979.2026117,2375,379,376
1779134979.213881,2376,359,376
1779134979.2224517,2377,342,375
1779134979.2361224,2378,329,374
